Data,Ostatnio,Otwarcie,Max.,Min.,Wol.,Zmiana%
28.06.2022,107.4,$113.50 ,114.85,107.04,75.17M,-5.14%
29.06.2022,108.92,$107.38 ,110.99,106.91,66.38M,1.42%
30.06.2022,106.21,$108.11 ,108.18,102.52,97.68M,-2.49%
01.07.2022,109.56,$106.29 ,109.75,105.85,73.02M,3.15%
05.07.2022,113.5,$107.60 ,114.08,106.32,76.68M,3.60%
06.07.2022,114.33,$113.21 ,115.48,112.01,66.96M,0.73%
07.07.2022,116.33,$113.85 ,116.99,113.49,57.87M,1.75%
08.07.2022,115.54,$114.60 ,116.58,113.69,45.72M,-0.68%
11.07.2022,111.75,$114.08 ,114.3,110.87,53.54M,-3.28%
12.07.2022,109.22,$112.16 ,113.23,108.34,54.28M,-2.26%
13.07.2022,110.4,$107.03 ,111.78,106.01,61.35M,1.08%
14.07.2022,110.63,$110.24 ,111.18,107.58,51.16M,0.21%
15.07.2022,113.55,$112.50 ,115.59,111.59,84.32M,2.64%
18.07.2022,113.76,$115.00 ,117.24,113.15,59.12M,0.18%
19.07.2022,118.21,$115.70 ,118.95,114.03,60.99M,3.91%
20.07.2022,122.77,$118.61 ,123.47,118.32,71.27M,3.86%
21.07.2022,124.63,$123.20 ,124.85,121.26,60.24M,1.52%
22.07.2022,122.42,$125.01 ,125.5,121.35,51.46M,-1.77%
25.07.2022,121.14,$122.69 ,123.64,120.03,50.22M,-1.05%
26.07.2022,114.81,$115.79 ,118.15,114.53,67.08M,-5.23%
27.07.2022,120.97,$117.31 ,121.9,117.16,61.58M,5.37%
28.07.2022,122.28,$121.57 ,122.84,118.08,82.25M,1.08%
29.07.2022,134.95,$134.90 ,137.65,132.41,148.89M,10.36%
01.08.2022,135.39,$134.96 ,138.83,133.51,76.85M,0.33%
02.08.2022,134.16,$134.72 ,137.44,134.09,61.92M,-0.91%
03.08.2022,139.52,$136.21 ,140.49,136.05,71.83M,4.00%
04.08.2022,142.57,$140.58 ,143.56,139.55,70.59M,2.19%
05.08.2022,140.8,$140.10 ,142.86,139.6,50.69M,-1.24%
08.08.2022,139.41,$142.05 ,144.23,138.29,52.30M,-0.99%
09.08.2022,137.83,$138.05 ,138.95,136.21,40.43M,-1.13%
10.08.2022,142.69,$142.90 ,144.6,141.01,54.77M,3.53%
11.08.2022,140.64,$143.86 ,144.49,139.76,44.87M,-1.44%
12.08.2022,143.55,$142.05 ,143.57,140.12,47.64M,2.07%
15.08.2022,143.18,$142.80 ,143.76,141.49,39.01M,-0.26%
16.08.2022,144.78,$143.91 ,146.57,142,59.10M,1.12%
17.08.2022,142.1,$142.69 ,143.38,140.78,48.15M,-1.85%
18.08.2022,142.3,$141.32 ,142.77,140.38,37.46M,0.14%
19.08.2022,138.23,$140.47 ,141.11,137.91,47.79M,-2.86%
22.08.2022,133.22,$135.72 ,136.32,132.85,50.46M,-3.62%
23.08.2022,133.62,$133.41 ,134.99,132.95,36.25M,0.30%
24.08.2022,133.8,$132.75 ,135.47,132.1,38.63M,0.13%
25.08.2022,137.28,$135.26 ,137.42,134.28,37.50M,2.60%
26.08.2022,130.75,$136.55 ,137.83,130.5,53.32M,-4.76%
29.08.2022,129.79,$129.90 ,131.95,128.77,48.10M,-0.73%
30.08.2022,128.73,$131.25 ,132.07,126.85,49.20M,-0.82%
31.08.2022,126.77,$129.45 ,130.59,126.74,53.65M,-1.52%
01.09.2022,127.82,$126.00 ,128.02,123.66,56.64M,0.83%
02.09.2022,127.51,$129.50 ,131.38,126.39,57.43M,-0.24%
06.09.2022,126.11,$127.92 ,128.62,124.74,43.89M,-1.10%
07.09.2022,129.48,$126.12 ,129.82,125.4,47.83M,2.67%
08.09.2022,129.82,$127.72 ,130.28,127.1,43.99M,0.26%
09.09.2022,133.27,$130.91 ,133.69,130.76,49.42M,2.66%
12.09.2022,136.45,$134.09 ,136.49,134,53.83M,2.39%
13.09.2022,126.82,$131.01 ,131.4,126.27,72.69M,-7.06%
14.09.2022,128.55,$127.36 ,128.84,126.33,45.32M,1.36%
15.09.2022,126.28,$127.38 ,130.37,125.5,52.89M,-1.77%
16.09.2022,123.53,$122.78 ,123.87,120.7,115.67M,-2.18%
19.09.2022,124.66,$122.16 ,124.71,121.8,47.28M,0.91%
20.09.2022,122.19,$123.35 ,124.4,121.14,47.70M,-1.98%
21.09.2022,118.54,$122.49 ,123.76,118.45,58.50M,-2.99%
22.09.2022,117.31,$117.08 ,118.79,116.26,55.23M,-1.04%
23.09.2022,113.78,$116.00 ,116.05,112.06,65.13M,-3.01%
26.09.2022,115.15,$113.30 ,117.34,113.13,62.72M,1.20%
27.09.2022,114.41,$117.19 ,118.32,113.05,60.09M,-0.64%
28.09.2022,118.01,$114.38 ,118.7,113.8,55.76M,3.15%
29.09.2022,114.8,$115.60 ,116.07,113.06,58.97M,-2.72%
30.09.2022,113,$114.08 ,116.92,112.84,59.48M,-1.57%
03.10.2022,115.88,$113.58 ,116.91,112.45,50.94M,2.55%
04.10.2022,121.09,$119.89 ,123,119.79,62.81M,4.50%
05.10.2022,120.95,$118.58 ,121.75,117.69,48.22M,-0.12%
06.10.2022,120.3,$120.77 ,121.53,119.5,42.25M,-0.54%
07.10.2022,114.56,$118.00 ,118.17,113.88,54.68M,-4.77%
10.10.2022,113.67,$115.10 ,116.25,112.43,42.34M,-0.78%
11.10.2022,112.21,$112.71 ,115.48,110.39,56.43M,-1.28%
12.10.2022,112.9,$112.49 ,113.83,111.4,45.73M,0.61%
13.10.2022,112.53,$107.88 ,113.44,105.34,86.87M,-0.33%
14.10.2022,106.9,$114.10 ,114.96,106.6,67.74M,-5.00%
17.10.2022,113.79,$110.11 ,114.19,110.09,62.78M,6.45%
18.10.2022,116.36,$119.06 ,119.52,114.79,65.61M,2.26%
19.10.2022,115.07,$114.71 ,116.59,113.22,47.20M,-1.11%
20.10.2022,115.25,$113.83 ,118.24,113.51,48.80M,0.16%
21.10.2022,119.32,$114.79 ,119.59,114.5,55.66M,3.53%
24.10.2022,119.82,$119.98 ,120.39,116.57,49.53M,0.42%
25.10.2022,120.6,$119.65 ,121.32,118.95,50.93M,0.65%
26.10.2022,115.66,$116.00 ,119.35,114.76,69.00M,-4.10%
27.10.2022,110.96,$113.92 ,114.12,109.77,129.61M,-4.06%
28.10.2022,103.41,$97.91 ,103.96,97.66,223.13M,-6.80%
31.10.2022,102.44,$103.56 ,104.87,100.74,99.25M,-0.94%
01.11.2022,96.79,$103.99 ,104.58,96.06,153.37M,-5.52%
02.11.2022,92.12,$97.31 ,97.74,92.01,135.76M,-4.82%
03.11.2022,89.3,$92.47 ,93.5,89.02,136.68M,-3.06%
04.11.2022,90.98,$91.49 ,92.44,88.04,129.10M,1.88%
07.11.2022,90.53,$91.95 ,92.1,89.04,77.50M,-0.49%
08.11.2022,89.98,$90.79 ,91.72,88.23,88.70M,-0.61%
09.11.2022,86.14,$89.47 ,89.48,85.87,90.80M,-4.27%
10.11.2022,96.63,$92.94 ,98.69,91.65,173.41M,12.18%
11.11.2022,100.79,$97.88 ,101.19,96.66,111.59M,4.31%
14.11.2022,98.49,$98.77 ,100.12,97.29,99.53M,-2.28%
15.11.2022,98.94,$103.21 ,103.79,97.34,111.34M,0.46%
16.11.2022,97.12,$96.85 ,98.49,95.54,87.96M,-1.84%
17.11.2022,94.85,$95.37 ,96.97,94.03,82.62M,-2.34%
18.11.2022,94.14,$95.95 ,95.99,92.48,72.43M,-0.75%
21.11.2022,92.46,$93.97 ,95.02,90.59,84.33M,-1.78%
22.11.2022,93.2,$92.62 ,93.35,90.87,62.19M,0.80%
23.11.2022,94.13,$93.24 ,94.58,92.83,59.41M,1.00%
25.11.2022,93.41,$93.79 ,94.43,93.06,35.09M,-0.76%
28.11.2022,93.95,$93.93 ,96.4,93.43,75.06M,0.58%
29.11.2022,92.42,$94.04 ,94.41,91.44,65.57M,-1.63%
30.11.2022,96.54,$92.47 ,96.54,91.53,102.81M,4.46%
01.12.2022,95.5,$96.99 ,97.23,94.92,68.49M,-1.08%
02.12.2022,94.13,$94.47 ,95.36,93.78,72.50M,-1.43%
05.12.2022,91.01,$93.05 ,94.06,90.82,71.54M,-3.31%
06.12.2022,88.25,$90.50 ,91.04,87.9,75.50M,-3.03%
07.12.2022,88.46,$88.34 ,89.89,87.48,68.09M,0.24%
08.12.2022,90.35,$89.24 ,90.86,87.88,73.31M,2.14%
09.12.2022,89.09,$88.90 ,90.3,88.63,67.40M,-1.39%
12.12.2022,90.55,$89.21 ,90.58,87.87,62.00M,1.64%
13.12.2022,92.49,$95.23 ,96.25,90.52,100.21M,2.14%
14.12.2022,91.58,$92.50 ,93.46,89.87,70.30M,-0.98%
15.12.2022,88.45,$89.89 ,89.97,87.47,84.80M,-3.42%
16.12.2022,87.86,$88.27 ,89.35,86.73,146.14M,-0.67%
19.12.2022,84.92,$87.51 ,87.63,84.51,83.53M,-3.35%
20.12.2022,85.19,$85.33 ,86.61,84.33,74.35M,0.32%
21.12.2022,86.77,$86.17 ,87.22,85.21,59.27M,1.85%
22.12.2022,83.79,$85.52 ,85.68,82.25,81.43M,-3.43%
23.12.2022,85.25,$83.25 ,85.78,82.93,57.43M,1.74%
27.12.2022,83.04,$84.97 ,85.35,83,57.28M,-2.59%
28.12.2022,81.82,$82.80 ,83.48,81.69,58.23M,-1.47%
29.12.2022,84.18,$82.87 ,84.55,82.55,55.00M,2.88%
30.12.2022,84,$83.12 ,84.05,82.47,62.40M,-0.21%
03.01.2023,85.82,$85.46 ,86.96,84.2,76.71M,2.17%
04.01.2023,85.14,$86.55 ,86.98,83.36,68.89M,-0.79%
05.01.2023,83.12,$85.33 ,85.42,83.07,67.93M,-2.37%
06.01.2023,86.08,$83.03 ,86.4,81.43,83.30M,3.56%
09.01.2023,87.36,$87.46 ,89.48,87.08,65.27M,1.49%
10.01.2023,89.87,$87.57 ,90.19,87.29,67.76M,2.87%
11.01.2023,95.09,$90.93 ,95.26,90.93,103.13M,5.81%
12.01.2023,95.27,$96.93 ,97.19,93.5,85.25M,0.19%
13.01.2023,98.12,$94.18 ,98.37,94.12,85.55M,2.99%
17.01.2023,96.05,$98.68 ,98.89,95.73,72.76M,-2.11%
18.01.2023,95.46,$97.25 ,99.32,95.38,79.57M,-0.61%
19.01.2023,93.68,$94.74 ,95.44,92.86,69.00M,-1.86%
20.01.2023,97.25,$93.86 ,97.35,93.2,67.48M,3.81%
23.01.2023,97.52,$97.56 ,97.78,95.86,76.50M,0.28%
24.01.2023,96.32,$96.93 ,98.09,96,66.93M,-1.23%
25.01.2023,97.18,$92.56 ,97.24,91.52,94.26M,0.89%
26.01.2023,99.22,$98.23 ,99.49,96.92,68.52M,2.10%
27.01.2023,102.24,$99.53 ,103.48,99.53,87.78M,3.04%
30.01.2023,100.55,$101.09 ,101.74,99.01,68.38M,-1.65%
31.01.2023,103.13,$101.15 ,103.35,101.14,66.53M,2.57%
01.02.2023,105.15,$102.53 ,106.24,101.24,76.15M,1.96%
02.02.2023,112.91,$110.25 ,114,108.88,147.04M,7.38%
03.02.2023,103.39,$105.26 ,108.78,102.52,144.38M,-8.43%
06.02.2023,102.18,$102.93 ,103.95,100.65,80.86M,-1.17%
07.02.2023,102.11,$101.17 ,102.41,98.08,115.90M,-0.07%
08.02.2023,100.05,$102.04 ,102.67,98.78,75.28M,-2.02%
09.02.2023,98.24,$101.32 ,101.78,97.57,63.78M,-1.81%
10.02.2023,97.61,$97.56 ,98.82,96.23,52.74M,-0.64%
13.02.2023,99.54,$97.85 ,99.68,96.91,52.66M,1.98%
14.02.2023,99.7,$98.41 ,100.92,97.52,56.20M,0.16%
15.02.2023,101.16,$99.09 ,101.17,98.45,47.44M,1.46%
16.02.2023,98.15,$99.21 ,100.63,98.1,54.40M,-2.98%
17.02.2023,97.2,$97.80 ,97.94,95.65,60.03M,-0.97%
21.02.2023,94.58,$95.33 ,95.61,94.27,56.58M,-2.70%
22.02.2023,95.79,$95.10 ,97.01,94.8,59.53M,1.28%
23.02.2023,95.82,$96.12 ,96.43,93.67,48.47M,0.03%
24.02.2023,93.5,$93.53 ,94.14,92.32,57.05M,-2.42%
27.02.2023,93.76,$94.28 ,94.78,93.14,47.47M,0.28%
28.02.2023,94.23,$93.14 ,94.69,92.92,43.96M,0.50%
01.03.2023,92.17,$93.87 ,94.68,91.59,51.91M,-2.19%
02.03.2023,92.13,$91.41 ,92.23,90.39,54.13M,-0.04%
03.03.2023,94.9,$92.74 ,94.94,92.66,54.85M,3.01%
06.03.2023,93.75,$95.19 ,96.54,93.74,52.11M,-1.21%
07.03.2023,93.55,$94.06 ,95.09,92.78,49.10M,-0.21%
08.03.2023,93.92,$93.60 ,94.17,92.18,44.90M,0.40%
09.03.2023,92.25,$93.68 ,96.21,92.18,55.59M,-1.78%
10.03.2023,90.73,$92.67 ,93.57,90.25,69.83M,-1.65%
13.03.2023,92.43,$89.97 ,94.02,88.12,72.40M,1.87%
14.03.2023,94.88,$93.83 ,95.07,92.71,60.43M,2.65%
15.03.2023,94.19,$93.28 ,94.72,93.08,18.98M,-0.73%
